"id","loss"
4,1488.63520550597
6,1984.84893452157
9,9030.63715242411
12,6103.69265743672
15,772.75216480513
17,2482.52577722521
21,2023.30987733685
28,916.907662403767
32,2559.50671598195
43,2907.65021545831
46,3229.30493542553
50,912.46784378683
54,1269.48235979939
62,2015.98251305686
70,2306.45785924914
71,4765.80252660205
75,2103.46954792624
77,2373.09134179833
81,2643.10210025699
83,2237.22984272605
87,1877.52728163957
97,1615.01243702263
103,1136.85650891709
119,1139.08757616859
120,1810.81826684444
127,975.784873682751
138,4417.50003139288
141,3807.56636880474
148,702.700507772721
150,2363.59639468357
151,2160.54615425768
158,1596.97377170611
160,6140.80329564009
165,2891.84372062796
168,3517.61847273398
169,3463.44978016705
177,2647.72471289739
178,3257.21335528877
184,2043.97983180204
194,11134.0258031579
198,1793.52095915132
203,3568.52117609519
211,2474.2268673617
217,1284.1160694027
219,1423.24086856966
221,4680.36007170688
227,1665.01781914879
230,1662.47790284213
235,2116.10579358358
240,682.246642378102
243,3158.71972930195
249,6836.46343215626
253,2675.58574295208
258,1446.58756874786
261,1680.30332333604
263,3702.26666164027
264,2665.2983535105
265,4411.21158551033
268,1759.53682284701
271,1079.66562901904
274,5362.13516052914
275,705.181530244662
279,1445.91090495707
282,1602.76606124092
286,3233.96193084208
288,1156.63136916919
294,2061.6173282485
296,1004.01337805946
297,1364.87355273314
300,859.948164585973
303,8977.65475385223
314,1056.19646228753
315,4625.89017160635
321,2455.93743873946
323,3916.3630433678
330,3858.29192544431
341,1666.42790797305
342,4314.02999580801
352,1660.53486909498
353,3868.8366568053
360,5302.58998570171
361,2447.25242720423
362,3996.51435562022
366,1434.64960280493
372,3296.14495399985
376,2798.25563061627
377,2296.58848598369
379,1600.06628079308
380,3834.24766646016
387,1940.84277213253
392,1961.7240345012
394,10189.2664548711
395,1542.14187500077
397,1452.22597055024
407,5489.10342980935
411,9289.3972384623
416,2572.04608220719
417,1544.44115690028
419,3501.89959805606
428,5456.85886516876
431,1990.92804467998
436,8813.64575958994
438,1609.59407300104
445,6672.5725038625
446,7115.81534887287
455,1166.26008413497
456,1347.44113858026
461,925.286105971131
463,1830.94547302646
464,3809.09160230803
466,1755.44850938142
467,1423.80832553869
470,1272.92614373791
475,1408.97753854789
482,2872.96267258989
490,3190.09907516282
496,1915.2434715266
497,4411.92405078233
508,2829.87125009801
510,1754.26374925707
512,1804.45881760833
513,3385.43185949848
523,1869.8550902304
531,4659.08534841244
532,2264.9939439767
533,1406.72349127823
537,1224.10475968943
544,4571.25916191836
547,2675.20869148723
556,8619.72845206197
565,1357.89957867395
566,1253.4140285621
571,1457.15970288938
573,1592.55864385819
574,940.506752657552
581,2137.7510497821
585,2049.34164232024
589,2049.84258813316
597,1682.8100890161
601,3624.19971608389
602,1833.55319159091
613,1546.48029297135
616,1481.34216312735
619,2034.50992536288
622,1874.89087567875
623,1896.81390996462
629,1653.90445373347
634,1577.00748941506
638,997.435367587588
642,1214.82310554476
643,2107.02444872274
645,1028.22358590245
648,6117.03462882003
652,1208.33987066595
664,1058.15432418998
666,2134.14546325089
672,895.92170140019
676,2224.18821656349
678,3625.4107254172
